procedimiento_numero,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,numero_obra,nombre_obra,ues_nombre,plazo_ejecucion_obra,plazo_ejecucion_obra_tipo,latitud_1,longitud_1,latitud_2,longitud_2
46/1-0069-LPU19,46/1,46/01 - 19° Bahía Blanca - DNV,604,604 - Dirección Nacional de Vialidad,10236,46/1-0001-OBR20,"ALTEO Y RECONST. DE LA CALZADA RNNº 3-TRAMO CNEL. DORREGO-EMP. RNNº 249 KM 607,56-KM 608,63",1877,3,4,-38.794689,-61.414091,,
46/17-0036-LPU19,46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,10255,46/17-0002-OBR20,RN 12 -BACHEO CON MEZCLA BITUMINOSA TIPO CONCRETO ASFÁLTICO EN CALIENTE.,1875,4,4,-32.385244,-59.787535,-32.039866,-60.268501
74-0020-LPU19,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10284,74-0001-OBR20,Construcción de Galpón - Taller en el Parque Nacional Lihue Calel,4369,6,4,-38.003958,-65.594947,,
46-0004-LPU19,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10288,46-0003-OBR20,PROYECTO: RUTA NACIONAL N° 12.  ACCESO PARANÁ – SAN BENITO POR AUTOPISTA.  OBRA: VINCULACIÓN RUTA NACIONAL N° 12 CON AV. CIRCUNVALACIÓN DE PARANÁ.  RUTA NACIONAL N° 12.  TRAMO: PUENTE S/ A° SAUCESITO – AV. ALMAFUERTE.  PROVINCIA DE ENTRE RÍOS.  ,1875,24,4,-31.792261,-60.453945,-31.759076,-60.477751
46/8-0072-LPU19,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10290,46/8-0004-OBR20,R.N. N° 79; TRAMO: OLTA – CHAMICAL EMP. RN38; BACHEO SUPERFICIAL,1866,2,4,30.6297222,66.2694444,30.3602777,66.305
46/8-0095-LPU19,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10291,46/8-0005-OBR20,R.N. Nº 79; TRAMO: EMP. R.N. 38 – LTE. LA RIOJA/CATAMARCA; BACHEO SUPERFICIAL,1866,2,4,30.3380555,66.3358333,29.8652777,65.6611111
46/12-0074-LPU19,46/12,46/12 - 12° Neuquen - DNV,604,604 - Dirección Nacional de Vialidad,10286,46/12-0006-OBR20,"Obra de conservación mejorativa ""Ejecución de bacheo y microaglomerado asfáltico en frío RN Nº 237""""",1870,3,4,-40.261506,-70.363115,-40.375638,-70.467362
46/8-0086-LPU19,46/8,46/08 - 8° La Rioja - DNV,604,604 - Dirección Nacional de Vialidad,10289,46/8-0007-OBR20,R.N. Nº 141; TRAMO: CHEPES - LTE. LA RIOJA/SAN JUAN; BACHEO SUPERFICIAL,1866,2,4,31.3411111,66.7558333,31.4169444,66.6877777
34-0006-LPU19,34/0,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,10302,34-0001-OBR20,Adecuación del edificio de la calle Alsina 470 CABA para reubicar el Tribunal Fiscal de la Nación,4705,4,4,-34.609296,-34.609296,-58.370213,-58.370213
40/31-0066-LPU20,40/31,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10345,40/31-0001-OBR20,REPARACIÓN GENERAL Y MODERNIZACIÓN ASCENSOR N° 8 (MONTACARGAS) - EDIFICIO ALAS - C.A.B.A.,1971,150,2,-34.599167,-58.372771,,
40/31-0066-LPU20,40/31,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10346,40/31-0001-OBR20,REPARACIÓN GENERAL Y MODERNIZACIÓN ASCENSOR N° 8 (MONTACARGAS) - EDIFICIO ALAS - C.A.B.A.,1971,150,2,-34.599167,-58.372771,,
40/31-0066-LPU20,40/31,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10347,40/31-0001-OBR20,REPARACIÓN GENERAL Y MODERNIZACIÓN ASCENSOR N° 8 (MONTACARGAS) - EDIFICIO ALAS - C.A.B.A.,1971,150,2,-34.599167,-58.372771,,
40/31-0061-LPU20,40/31,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10353,40/31-0002-OBR20,REPARACION PARCIAL ALA OESTE - CENTRO CIVICO - ETAPA I - GUARNICION AEREA CORDOBA - PCIA. DE CORDOBA,1971,120,2,-31.433035,-64.275141,,
46/13-0055-LPU20,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10403,46/13-0001-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA RNN° 25 - TRAMO: TRELEW - EMP. RNN° 3 - LAS CHAPAS.,1871,3,4,-43.2601,-65.3807,-43.298219,-65.793492
14-0007-LPU20,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10397,14-0001-OBR21,CONSTRUCCIÓN Y MONTAJE DE CUBIERTA METÁLICA PARA RECINTO DEL ACELERADOR DE IONES DEL CAC - GAIYANN,3058,60,1,-34.573061,-58.512734,,
46/13-0087-LPU20,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10410,46/13-0002-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA RNN° 40 - PROVINCIA DE CHUBUT - TRAMO: EMP. RN26 - LOS TAMARISCOS.,1871,3,4,-45.366343,-69.921434,-45.030308,-70.026501
46/11-0056-LPU20,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10433,46/11-0003-OBR21,VIALIDAD NACIONAL,1869,8,4,-27.098604,-66.636825,-26.99787,-66.25564
46/11-0057-LPU20,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10434,46/11-0004-OBR21,VIALIDAD NACIONAL,1869,8,4,-26.996627,-67.723601,-26.831883,-66.090928
74-0025-LPU20,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10441,74-0001-OBR21,Refacción y mejoramiento del Edificio Intendencia Parque Nacional Ciervos de los Pantanos,4369,150,2,-54.341326,-54.5854,,
46/14-0088-LPU19,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,10438,46/14-0005-OBR21,ACCESO CANALIZADO - LOCALIDAD DE NOGOLI,1872,6,4,-32.923828,-66.38086,,
46/14-0085-LPU19,46/14,46/14 - 14° San Luis - DNV,604,604 - Dirección Nacional de Vialidad,10437,46/14-0006-OBR21,REFUERZO DE PILAS EN PUENTE LOS CORRALES,1872,6,4,-32.375821,-66.024193,,
74-0004-LPU21,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10485,74-0002-OBR21,Refuncionalizacion Ex Hotel Majestic - Etapa 1,4369,60,1,34.6086111,-58.390555,,
501-0006-LPU20,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10482,501-0001-OBR21,MHN - CASA DEL PUENTE - CASA SOBRE EL ARROYO,4694,12,4,-38.008736,-57.573673,,
46/18-0009-LPU21,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,10506,46/18-0007-OBR21,RUTA NACIONAL Nº11 – EMPALME RP56 ILUMINACIÓN DE INTERSECCIÓN CANALIZADA. Provincia del Chaco,1773,6,4,-27.066666,-58.7,,
14-0022-LPU20,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10509,14-0002-OBR21,PINTURA EPOXI DE LOS EDIFICIOS DEL PROYECTO RA-10,3087,24,4,-34.8308,-58.5634,,
46/18-0008-LPU21,46/18,46/18 - 18° Chaco - DNV,604,604 - Dirección Nacional de Vialidad,10507,46/18-0008-OBR21,CONSTRUCCIÓN DE ALCANTARILLA DE LUCES MULTIPLES - RUTA NACIONAL Nº 89 - Provincia del Chaco. Tr: Gra,1773,6,4,-27.390403,-61.388029,,
74-0003-LPU21,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10511,74-0003-OBR21,Construcción de Sanitarios en el Parque Nacional El Palmar,4369,240,1,31.8530556,58.319222,,
46/19-0068-LPU20,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10498,46/19-0009-OBR21,"PROVISION Y COLOCACION DE LAS PASARELAS PEATONALES en RN.N° 8 - Km 83,12 y Km 95 - Pcia. Bs As.",1859,3,4,-34.361944,-59.187055,-30.308861,-59.330472
46/19-0055-LPU21,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10504,46/19-0010-OBR21,REPARACION DE VIGA y PROV. Y COLOC. DE PORTICO LIMITADOR DE ALTURA. PTE. S/ LAS FLORES - AVELLANEDA,1859,4,4,-34.694849,-58.306691,,
46/19-0068-LPU21,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10523,46/19-0011-OBR21,REACONDICIONAMIENTO SISTEMA DE ILUMINACION ROTONDA RN 3 Y RP 6 CAÑUELAS PCIA. DE BUENOS AIRES,1859,2,4,-35.01961,-58.747301,,
46/15-0030-LPU21,46/15,46/15 - 15° Misiones - DNV,604,604 - Dirección Nacional de Vialidad,10530,46/15-0012-OBR21,"Construcción de Pasarela Peatonal-RN Nº14-Prog.:871,70 Oberá-Misiones",1773,4,4,-27.507245,-55.128704,,
46/19-0088-LPU21,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10534,46/19-0013-OBR21,ARQUITECTURA,1859,6,4,-34.637,-58.357,,
46/9-0028-LPU21,46/9,46/09 - 9° San Juan - DNV,604,604 - Dirección Nacional de Vialidad,10528,46/9-0014-OBR21,"Demolición y reconstrucción de alcantarilla, mejoramiento de cauce y obras complementarias.-",1773,6,4,-31.573506,-69.446891,,
14-0009-LPU20,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10540,14-0003-OBR21,CONSTRUCCIÓN DEPOSITO PARA EDIFICIO Nº 51 DEL C.A.C. - GCCN,3085,40,1,-34.572705,-58.515113,,
46/13-0109-LPU20,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10539,46/13-0015-OBR21,PUESTA EN VALOR DE LAS INSTALACIONES CAMPAMENTO TECKA - 13º Distrito – Chubut,1871,10,4,-43.498881,-70.805456,,
46/19-0118-LPU21,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10542,46/19-0016-OBR21,VIALIDAD,1859,4,4,-35.130228,-62.817381,-35.035563,-62.987394
46/11-0081-LPU20,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10550,46/11-0017-OBR21,VIALIDAD,1869,9,4,-27.549817,-67.004474,-27.273594,-67.004474
46/11-0060-LPU20,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10549,46/11-0018-OBR21,REHABILITACIÓN Y CONSTRUCCIÓN DE OBRAS DE ARTE Y REPARACIÓN DE ASENTAMIENTOS DE CALZADA Y BANQUINAS,1869,12,4,-28.47231,-65.635907,-28.15268,-65.655847
74-0013-LPU21,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10556,74-0004-OBR21,Const. de Sede Administrativa - Sub. Coord. Reg. Sur (DNIN) y Dirección Reg. Patagonia Austral (DNC),4369,150,2,-50.3375,72.2736,,
46-0012-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10562,46-0019-OBR21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y CONSTRUCCIÓN DE CARPETA  CON MEZCLA ASFÁLTICA EN CALIENTE - ,1881,12,4,-45.997381,-67.597003,-46.428164,-67.521386
14-0015-LPU20,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10490,14-0004-OBR21,OBRA AMPLIACION DE EDIFICIO DE PROPIEDADES MECANICAS Nº3  - GAIYANN,3058,14,4,-41.119327,-71.415816,,
46/11-0002-LPU21,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10560,46/11-0020-OBR21,VIALIDAD NACIONAL,1869,8,4,-29.1039,-65.088205,,
46/11-0082-LPU20,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10567,46/11-0021-OBR21,RECONSTRUCCIÓN DE CALZADA Y DEFENSAS RUTA NACIONAL Nº 60 FIAMBALÁ – LAS ANGOSTURAS,1869,6,4,-27.605638,-67.701849,-26.869642,-68.286181
46/11-0120-LPU21,46/11,46/11 - 11° Catamarca - DNV,604,604 - Dirección Nacional de Vialidad,10574,46/11-0022-OBR21,VIALIDAD,1869,8,4,-28.505183,-65.782791,-28.46807,-65.695214
46-0104-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10576,46-0023-OBR21,OBRA: CONSERVACIÓN MEJORATIVA – SISTEMA MODULAR - RUTA NACIONAL N° 60 – PROVINCIA DE CATAMARCA,1869,24,4,-28.068055,-67.569816,-26.913358,-68.12413
46-0093-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10585,46-0024-OBR21,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",1773,24,4,-26.482986,-65.130334,,
46-0094-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10584,46-0025-OBR21,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",1773,24,4,-31.363767,-60.415026,,
46-0092-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10575,46-0026-OBR21,"OBRA: “Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red",1877,24,4,-38.430332,-62.155489,,
46-0096-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10578,46-0027-OBR21,"OBRAS DE SEGURIDAD VIAL, SEÑALAMIENTO HORIZONTAL, VERTICAL Y ELEMENTOS DE SEGURIDAD en la Red Vial",1860,24,4,-31.251252,-64.111964,,
74-0021-LPU21,74/0,74/00 - ADMINISTRACIÓN DE PARQUES NACIONALES - COORDINACIÓN DE CONTRATACIONES,107,107 - Administración de Parques Nacionales,10589,74-0005-OBR21,Reconstruccion de cubierta de techos del Centro de Visitantes - PN Quebrada del Condorito,4369,60,2,-54.31232,-54.642749,,
40/31-0054-LPU21,40/31,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,10590,40/31-0001-OBR21,REPARACION PARCIAL EDIFICO Nº 17 - SUBMURACION LAVADERO MECANICO E.S.F.A. - ETAPA I - PCIA. CORDOBA,1971,60,2,-31.432671,-64.257141,,
46-0020-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10596,46-0028-OBR21,"Obras de Seguridad Vial, Señalamiento Horizontal, Vertical y Elementos de Seguridad en la Red Vial",1859,24,4,-34.392726,-58.312183,,
46-0076-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10599,46-0029-OBR21,"OBRA DE CONSERVACIÓN MEJORATIVA: ""FRESADO, BACHEO Y EJECUCIÓN DE CARPETA DE CONCRETO ASFÁLTICO MODIF",1870,12,4,-40.375639,-70.467322,-40.437078,-70.652339
46/19-0090-LPU21,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,10600,46/19-0030-OBR21,VIALIDAD,1859,6,4,-34.76027,-58.615992,-34.922601,-58.721525
46-0103-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10604,46-0031-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA - RUTA NACIONAL N°52 - PROVINCIA DE JUJUY,1864,12,4,-23.602636,-66.772091,-23.226516,-67.062944
501-0004-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10603,501-0002-OBR21,Restauración y Puesta en Valor del Hotel N°1 Embalse Provincia de Córdoba,4694,12,4,-32.204378,-64.559393,,
46-0085-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10606,46-0032-OBR21,OBRA DE CONSERVACIÓN MEJORATIVA. RUTA NACIONAL N° 25 - PROVINCIA DEL CHUBUT.,1871,24,4,-43.795478,-67.576903,-43.865258,-68.445956
46-0084-LPU20,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10609,46-0033-OBR21,OBRA DE CONSERVACIÓN DE RUTINA - SISTEMA MODULAR - PROVINCIA DE RÍO NEGRO - RUTA NACIONAL N° 251,1878,48,4,-39.052122,-64.422489,-40.712778,-65.002647
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10616,501-0003-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10620,501-0004-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10619,501-0005-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10617,501-0006-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
46-0032-LPU21,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,10613,46-0034-OBR21,OBRA: CONSERVACIÓN MEJORATIVA - BACHEO Y EJECUCIÓN DE CARPETA CON MEZCLA ASFÁLTICA EN CALIENTE,1882,18,4,-54.491967,-67.181383,-54.615108,-67.426208
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10618,501-0007-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.920494,-57.953565,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.661075,-58.366973,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.872986,-58.474915,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.677589,-58.561691,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.655861,-58.616721,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.575752,-58.537096,,
501-0011-LPU21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10621,501-0008-OBR21,Programa MAS - Etapa II,4694,12,4,-34.52812,-58.473816,,
46/13-0135-LPU21,46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,10627,46/13-0035-OBR21,"OBRA DE CONSERVACIÓN MEJORATIVA RNN°25, TRAMO: GAIMAN - DOLAVON.",1871,4,4,-43.299456,-65.715728,,
14-0008-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10628,14-0005-OBR21,REFACCIÓN Y REACONDICIONAMIENTO SOTANO DEL EDIFICIO N°42 - GAIYANN,3085,100,1,-34.573431,-58.512416,,
501-0032-CDI21,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,10634,501-0009-OBR21,Sistema Nacional de Radares Meteorológicos Etapa III,4694,30,4,-27.49026,-56.687025,,
14-0027-LPU21,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,10633,14-0006-OBR21,PUESTA EN VALOR DEL LABORATORIO DE EMPAQUE DE LA PLANTA DE PRODUCCION DE RADIOISOTOPOS DEL CAE-GAATN,3087,45,1,-34.823677,-58.574222,,
46/4-0161-LPU21,46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,10636,46/4-0036-OBR21,"RUTA NACIONAL Nº 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYÁN – ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32",1862,18,4,-33.340285,-68.92233,-33.288692,-68.904881
34-0016-LPU21,34/0,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,10637,34-0001-OBR21,ARQUITECTURA,4705,6,4,-34.60878,-58.370386,,
