procedimiento_numero,procedimiento_nombre,uoc_codigo,uoc_descripcion,organismo_codigo_saf,organismo_nombre,expediente_procedimiento_numero,procedimiento_estado,procedimiento_objeto,procedimiento_tipo,solicitud_de_contratacion_numero,financiamiento_fuente_prev,sistema_contratacion,presupuesto_oficial_monto,pliego_condiciones_generales_numero_gedo,pliego_condiciones_particulares_numero_gedo,publicacion_contratar_fecha,publicacion_bora_fecha,publicacion_cantidad_dias,consultas_inicio_fecha,consultas_fin_fecha
63-0007-LPU21,Edificios Jefatura Regional Conurbano l,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11103,Adjudicado,"PUESTA EN VALOR, REMODELACIÓN, REPARACIÓN, AMPLIACIÓN Y/O ADECUACIÓN DE LOS EDIFICIOS PERTENECIENTES A LA JEFATURA REGIONAL CONURBANO I",Licitación Pública,63-30-SCO21,,Unidad de medida;,142137443.73,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2021-07-30 23:01:00,2021-08-02 0:00:00,15,2021-08-02 10:00:00,2021-09-21 16:59:00
46/13-0135-LPU21,"OBRA DE CONSERVACIÓN MEJORATIVA RNN°25, TRAMO: GAIMAN - DOLAVON.",46/13,46/13 - 13° Chubut - DNV,604,604 - Dirección Nacional de Vialidad,EE-11190,Adjudicado,"OBRA DE CONSERVACIÓN MEJORATIVA – READECUACIÓN DE INTERSECCIÓN  RN N° 25, TRAMO: GAIMAN – DOLAVON, SECCIÓN: KM. 56,29, en jurisdicción de la Provincia del CHUBUT",Licitación Pública,46/13-1247-SCO21,1.1,Unidad de medida;,68212000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-69134618-APN-DCHU#DNV,2021-08-05 0:01:00,2021-08-05 0:00:00,15,2021-08-05 7:00:00,2021-08-24 15:00:00
46/19-0145-LPU21,"OBRA DE CONSERVACION RN N° 33 SECCION: ACCESO A AMERICA - E.A. DON JUAN (I) (KM. 384,00 –KM. 417,18)",46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11198,Adjudicado,"OBRA DE CONSERVACION MEJORATIVA” RN N° 33 TRAMO: TRENQUE LAUQUEN –RUFINO SECCION: ACCESO A AMERICA - E.A. DON JUAN (I) (KM. 384,00 –KM. 417,18 ) RIVADAVIA GENERAL VILLEGAS - PCIA. DE BUENOS AIRES",Licitación Pública,46/19-1108-SCO21,1.1,Unidad de medida;,90242000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-68827065-APN-DBA#DNV,2021-08-05 0:01:00,2021-08-06 0:00:00,15,2021-08-06 10:00:00,2021-09-16 10:00:00
90-0004-LPU21,Ampliación Planta Depuradora de Líquidos Cloacales - Rafaela,90/0,90 - Departamento de Compras y Licitaciones-ENOHSA,613,613 - Ente Nacional de Obras Hídricas de Saneamiento,EE-11185,Pendiente Análisis,AMPLIACION PLANTA DEPURADORA DE LIQUIDOS CLOACALES 2º MODULO NUEVA PDCL - 2° ETAPA– RAFAELA – Pcia. de SANTA FE”,Licitación Pública,90-32-SCO21,,Ajuste Alzado; Unidad de medida;,690165116.08,PLIEG-2021-68071912-APN-GT#ENOHSA,,2021-08-09 16:01:02,2021-08-11 0:00:00,15,2021-08-10 9:00:00,2021-09-17 17:00:00
14-0026-LPU21,PAVIMENTO CALLES DE ACCESO A SECTOR RA-3 - PLAYA DE ESTACIONAMIENTO Y CALLES - CAE GAATN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11177,Adjudicado,"La presente obra contempla la construcción de 2340 M2 de calle en hormigón de espesor 0.22 cm y de un estacionamiento de 2800 m2 en pavimento de bloques hexagonales incluyendo superficies de espacios verdes, de acuerdo a la presente descripción en los sectores y medidas aproximadas indicadas en los planos y en planillas adjuntos.  Debe contemplarse un gran volumen de tierra a desmontar y otro tanto de tosca a rellenar en un sector de baja profundidad""   """,Licitación Pública,14-672-SCO21,1.1,Ajuste Alzado;,75000000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-70963730-APN-GAYF#CNEA,2021-08-10 10:01:01,2021-08-11 0:00:00,2,2021-08-11 10:00:00,2021-09-17 16:00:00
14-0027-LPU21,PUESTA EN VALOR DEL LABORATORIO DE EMPAQUE DE LA PLANTA DE PRODUCCION DE RADIOISOTOPOS DEL CAE-GAATN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11178,Adjudicado,Remodelacion completa del Labortorio de Empaque de la Planta de Producción de Radioisótodos de CAE que incluye las siguientes tareas: 1). Cambio de mobiliario y mesadas de acero inoxidable; 2). Cambio de carpinteria de aluminio; 3). Retiro de solado existente e instalacion de solado de vinilico con zócalo sanitario; 4). Instalacion de cielorraso desmontable; 5). Cambio de luminarias existentes por plafones led 60x60; 6). Pintura en mamposteria y carpinterias existentes.,Licitación Pública,14-703-SCO21,1.1,Ajuste Alzado;,7500000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-70963529-APN-GAYF#CNEA,2021-08-10 10:01:02,2021-08-11 0:00:00,2,2021-08-11 10:00:00,2021-09-20 16:00:00
46/4-0128-LPU21,CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40 – PROVINCIA DE MENDOZA -,46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EE-11182,Adjudicado,"CONSERVACION MEJORATIVA EN RUTA NACIONAL N° 40 – PROVINCIA DE  MENDOZA - TRAMO: AGRELO - LUJÁN DE CUYO -SECCIÓN: EMP. B/N R. N. Nº 7 (KM 3271,84) - B/N  FF.CC. GRAL. SAN MARTÍN (KM 3278,81)",Licitación Pública,46/4-909-SCO21,1.1,Unidad de medida;,79143337.0,PLIEG-2021-66496731-APN-DMZA#DNV,,2021-08-10 10:01:02,2021-08-11 0:00:00,15,2021-08-11 15:00:00,2021-09-10 7:00:00
14-0028-LPU21,CONSTRUCCION DE UN NUEVO EDIFICIO PARA LA GUARDIA DEL RA3 - CAE GAATN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11179,Adjudicado,"CONSTRUCCION DE UN NUEVO EDIFICIO CON ZONAS CUBIERTAS Y SEMICUBIERTAS, CON ESTRUCTURA DE HORMIGON Y METAL, MAMPOSTERIA DE LADRILLO DE CERAMICO NUEVO Y CARPINTERIAS DE ALUMINIO A30NEW. DESTINADO A REFORZAR LA SEGURIDAD DE LOS SECTORES ACTIVOS RA3, PPR Y FISION.   ",Licitación Pública,14-831-SCO21,1.1,Ajuste Alzado;,102750000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-70963441-APN-GAYF#CNEA,2021-08-11 10:01:01,2021-08-12 0:00:00,2,2021-08-12 10:00:00,2021-09-21 16:00:00
46/17-0130-LPU21,"Tareas de mantenimiento en Puente sobre A° La Ensenada -Ruta Nacional N° 131, Entre Ríos-",46/17,46/17 - 17° Entre Rios - DNV,604,604 - Dirección Nacional de Vialidad,EE-11183,Dejado Sin Efecto,"Tareas de mantenimiento en Puente sobre A° La Ensenada -Ruta Nacional N° 131, Entre Ríos-",Licitación Pública,46/17-645-SCO21,1.1,Unidad de medida;,13538000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-66285678-APN-DER#DNV,2021-08-12 0:01:00,2021-08-12 0:00:00,15,2021-08-12 7:00:00,2021-09-17 23:59:00
46/1-0058-LPU21,"RECONSTRUCCIÓN DE LOSAS DE HORMIGÓN R.N.N°252 - TRAMO RN 3 PJE. EL GUANACO- RN 3 PJE. L. PARAGUAYA - SECCIÓN KM 3,40 - KM 9,51.",46/1,46/01 - 19° Bahía Blanca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11132,Dejado Sin Efecto,"RECONSTRUCCIÓN DE LOSAS DE HORMIGÓN R.N.N°252 - TRAMO RN 3 PJE. EL GUANACO- RN 3 PJE. L. PARAGUAYA - SECCIÓN KM 3,40 - KM 9,51.",Licitación Pública,46/1-303-SCO21,1.3,Unidad de medida;,92889000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-67996673-APN-DBB#DNV,2021-08-12 0:01:00,,,2021-09-13 8:00:00,2021-09-30 23:59:00
46/1-0034-LPU21,"OBRA: SISTEMA DE ILUMINACIÓN R.N.N°33 - KM 282,78 - ACC. TRES LOMAS Y 30 DE AGOSTO",46/1,46/01 - 19° Bahía Blanca - DNV,604,604 - Dirección Nacional de Vialidad,EE-11114,Dejado Sin Efecto,"OBRA: SISTEMA DE ILUMINACIÓN R.N.N°33 - KM 282,78 - ACC. TRES LOMAS Y 30 DE AGOSTO",Licitación Pública,46/1-317-SCO21,1.3,Unidad de medida;,9941000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-64560625-APN-DBB#DNV,2021-08-12 0:01:00,,,2021-09-13 8:00:00,2021-09-30 23:59:00
90-0005-LPU21,Planta depuradora de líquidos cloacales - Reconquista,90/0,90 - Departamento de Compras y Licitaciones-ENOHSA,613,613 - Ente Nacional de Obras Hídricas de Saneamiento,EE-11186,Disponible Para Adjudicar,Planta depuradora de líquidos cloacales - Reconquista,Licitación Pública,90-33-SCO21,,Ajuste Alzado; Unidad de medida;,1404323755.1,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-68071797-APN-GT#ENOHSA,2021-08-13 15:01:01,2021-08-17 0:00:00,15,2021-08-17 10:00:00,2021-09-20 12:00:00
63-0016-LPU21,Edificios de ANSES en la provincia de Santa Cruz,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11117,Dejado Sin Efecto,"PUESTA EN VALOR, REMODELACIÓN, REPARACIÓN, AMPLIACIÓN Y/O ADECUACIÓN DE LOS EDIFICIOS DE LA PROVINCIA DE SANTA CRUZ PERTENECIENTES A LA JEFATURA REGIONAL SUR II.",Licitación Pública,63-42-SCO21,,Unidad de medida;,44666686.79,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2021-08-13 23:01:01,2021-08-17 0:00:00,15,2021-08-17 10:00:00,2021-10-12 16:59:00
40/31-0528-CDI21,Reparaciones Varias Hangar Nº2 y Nº3 B.A.M Moron -Pcia. de Buenos Aires,40/31,40/031 - OUC INFRA,381,381 - Estado Mayor General de La Fuerza Aérea,EE-11187,Dejado Sin Efecto,Reparaciones Varias Hangar Nº2 y Nº3 B.A.M Moron -Pcia. de Buenos Aires,Contratación Directa,40/31-910-SCO21,,Ajuste Alzado;,6553131.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-72836226-APN-DINF#FAA,2021-08-17 0:01:00,2021-08-17 0:00:00,15,2021-08-17 0:05:00,2021-09-07 16:00:00
90-0003-LPU21,Planta Potabilizadora y Optimización del Serv. de Agua Potable - La Paz Entre Ríos,90/0,90 - Departamento de Compras y Licitaciones-ENOHSA,613,613 - Ente Nacional de Obras Hídricas de Saneamiento,EE-11156,Disponible Para Adjudicar,Planta Potabilizadora y Optimización del Serv. de Agua Potable - La Paz Entre Ríos,Licitación Pública,90-22-SCO21,,Unidad de medida;,740038762.7,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-42968813-APN-GT#ENOHSA,2021-08-17 13:01:00,2021-08-18 0:00:00,15,2021-08-18 8:00:00,2021-09-17 17:00:00
46/4-0147-LPU21,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR",46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EE-11199,Adjudicado,"OBRA FRESADO, BACHEO Y CARPETA ACCESO SUR  RUTA NACIONAL Nº 40 – PROVINCIA DE MENDOZA  TRAMO: LUJÁN DE CUYO – MENDOZA A/N R. N. Nº 7  SECCIÓN: B/N FF.CC. GRAL. SAN MARTÍN (KM 3278,81) – B/N J. J. PASO (KM 3287,31)   TIPO DE OBRA: RECUPERACIÓN Y MANTENIMIENTO DE RUTINA",Licitación Pública,46/4-1190-SCO21,1.1,Unidad de medida;,85369788.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-74987471-APN-DMZA#DNV,2021-08-19 16:01:01,2021-08-23 0:00:00,10,2021-08-19 17:00:00,2021-09-20 17:00:00
63-0023-LPU21,Edificios de la Jefatura Regional Litoral,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11142,Dejado Sin Efecto,"PUESTA EN VALOR, REMODELACIÓN, REPARACIÓN, AMPLIACIÓN Y/O ADECUACIÓN DE LOS EDIFICIOS PERTENECIENTES A LA JEFATURA REGIONAL LITORAL.",Licitación Pública,63-55-SCO21,,Unidad de medida;,196038240.09,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2021-08-20 23:01:00,2021-08-23 0:00:00,15,2021-08-23 10:00:00,2021-10-14 16:59:00
63-0015-LPU21,Edificios de la Jefatura Regional Noroeste,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11116,Adjudicado,"PUESTA EN VALOR, REMODELACIÓN, REPARACIÓN, AMPLIACIÓN Y/O ADECUACIÓN DE LOS EDIFICIOS PERTENECIENTES A LA JEFATURA REGIONAL NOROESTE.",Licitación Pública,63-39-SCO21,,Unidad de medida;,89501338.74,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2021-08-23 23:01:00,2021-08-24 0:00:00,15,2021-08-24 10:00:00,2021-10-20 16:59:00
46/4-0161-LPU21,"RUTA NACIONAL Nº 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYÁN – ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32",46/4,46/04 - 4° Mendoza - DNV,604,604 - Dirección Nacional de Vialidad,EE-11208,Adjudicado,"REOARACIÓN PUENTES RUTA NACIONAL Nº 40; PROVINCIA DE MENDOZA, TRAMO: TUNUYÁN – ANCHORIS, SECCIÓN: EMP. RP 86 (I) [KM 32 ARROYO LOS POZOS Y CHAÑARES NORTE Y SUR",Licitación Pública,46/4-1447-SCO21,1.1,Unidad de medida;,627502012.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-77828138-APN-DMZA#DNV,2021-08-24 14:01:01,2021-08-25 0:00:00,20,2021-08-24 15:00:00,2021-09-28 17:00:00
14-0017-LPU21,RED CLOACAL MONOBLOCK CAB - GAEN,14/0,14 - Compras y Contrataciones - CNEA,105,105 - Comisión Nacional de Energía Atómica,EE-11167,Dejado Sin Efecto,"Se encuentran incluidos en el alcance de esta Contratación:      - La provisión de todos los materiales, mano de obra, equipos y maquinarias, así como también los métodos, sistemas o procedimientos de ejecución, de acuerdo a lo requerido en los Pliegos de la presente licitación;  - Todas las tramitaciones que corresponda efectuar ante organismos gubernamentales o del sector privado necesarios para la ejecución completa de la obra.    Las especificaciones técnicas tienen un carácter descriptivo y no taxativo, por lo que el contratista queda obligado a la ejecución de todo trabajo que implícitamente resulte necesario para la correcta terminación de la obra.""   """,Licitación Pública,14-593-SCO21,1.1,Ajuste Alzado;,9000000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-79186161-APN-GAYF#CNEA,2021-08-27 10:01:00,2021-08-30 0:00:00,2,2021-08-30 10:00:00,2021-09-28 16:00:00
46/6-0084-LPU21,"Reparación de Calzada en Acceso Sur y sobre Puente de Rio La Quiaca (Km. 1.975,44)",46/6,46/06 - 6° Jujuy - DNV,604,604 - Dirección Nacional de Vialidad,EE-11149,Desierto,"La presente obra tiene por objeto reparar la actual calzada de hormigón del acceso sur y del puente Rio La Quiaca, en la Ruta Nacional Nº 9 km 1975,44 de la Provincia de Jujuy.",Licitación Pública,46/6-453-SCO21,1.1,Unidad de medida;,10593000.0,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-56973644-APN-DJJ#DNV,2021-08-27 13:01:01,2021-08-30 0:00:00,15,2021-08-31 9:00:00,2021-09-20 9:00:00
46/16-0091-LPU21,"OBRA DE CONSERVACION MEJORATIVA R.N. Nº 89 -CONSTRUCCIÓN, REFACCIÓN Y AMPLIACIÓN DE ALCANTARILLAS",46/16,46/16 - 16° Santiago del Estero - DNV,604,604 - Dirección Nacional de Vialidad,EE-11153,Adjudicado,"OBRA DE CONSERVACIÓN MEJORATIVA: “TIPO DE OBRA: CONSTRUCCIÓN, REFACCIÓN Y AMPLIACIÓN DE ALCANTARILLAS - RN Nº 89- LTE.CHACO/SGO.DEL ESTERO – ACC.A GIRARDET (D) - SECCION: Km 311.48 – Km 358.47",Licitación Pública,46/16-440-SCO21,1.1,Unidad de medida;,94980000.0,DI-2019-69016925-APN-ONC#JGM,,2021-08-30 11:01:00,2021-08-31 0:00:00,15,2021-08-30 12:00:00,2021-09-20 11:00:00
63-0020-LPU21,Edificios de la Jefatura Regional Noreste,63/0,63/000 - Dirección de Contrataciones - ANSES II,850,850 - Administración Nacional de la Seguridad Social,EE-11134,Dejado Sin Efecto,"PUESTA EN VALOR, REMODELACIÓN, REPARACIÓN, AMPLIACIÓN Y/O ADECUACIÓN DE LOS EDIFICIOS PERTENECIENTES A LA JEFATURA REGIONAL NORESTE.",Licitación Pública,63-54-SCO21,,Unidad de medida;,182387790.95,IF-2019-68464597-APN-DNCOPRCYFC#JGM,,2021-08-31 23:01:00,2021-09-01 0:00:00,15,2021-09-01 10:00:00,2021-10-27 16:59:00
501-0011-LPU21,Programa MAS - Etapa II,501/0,501/000-Ministerio de Obras Públicas,364,364-Ministerio de Obras Públicas,EE-11197,Adjudicado,"El objeto de la presente Licitación es la Obra: Construcción y rehabilitación de corredores urbanos en la Región  Metropolitana de Buenos Aires”.  La obra objeto del presente llamado consistirá en:  ? Ejecución de trabajos de pavimentación y/o rehabilitación vial.  ? Ejecución de trabajos de rehabilitación de Aceras y equipamiento accesorio.  ? Rehabilitación de la Red Pluvial y Obras Complementarias.  ? Construcción y/o reubicación de Refugios de Transporte Público.""",Licitación Pública,501-52-SCO21,,Unidad de medida;,20374279999.99,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-79305585-APN-DCYS#MOP,2021-09-01 0:01:09,2021-09-01 0:00:00,10,2021-09-01 10:00:00,2021-09-24 17:00:00
46-0164-LPU21,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: RADA TILLY (KM. 1843,30) – KM. 1867",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11210,Adjudicado,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: RADA TILLY (KM. 1843,30) – KM. 1867, PROVINCIAS DEL CHUBUT Y SANTA CRUZ",Licitación Pública,46-1479-SCO21,1.1,Unidad de medida;,3250680036.92,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-78216659-APN-LYC#DNV,2021-09-02 0:01:00,2021-09-02 0:00:00,15,2021-09-02 9:00:00,2021-10-04 23:59:00
46-0165-LPU21,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: KM. 1867 – KM. 1908,60",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11211,Adjudicado,"OBRA: RUTA NACIONAL N° 3 - OBRAS FALTANTES - TRAMO: KM. 1867 – KM. 1908,60 - PROVINCIA DE SANTA CRUZ",Licitación Pública,46-1481-SCO21,1.1,Unidad de medida;,6742915532.87,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-78215640-APN-LYC#DNV,2021-09-02 0:01:00,2021-09-02 0:00:00,15,2021-09-02 9:00:00,2021-10-04 23:59:00
34-0016-LPU21,OBRA DE REMODELACIÓN DE NÚCLEOS SANITARIOS PARA PERSONAS CON MOVILIDAD REDUCIDA EN EL ALA BALCARCE,34/0,34/000 - Dirección General de Administración - MHA,357,357 - Ministerio de Economía,EE-11155,Adjudicado,"OBRA DE REMODELACIÓN DE NÚCLEOS SANITARIOS PARA PERSONAS CON MOVILIDAD REDUCIDA EN EL ALA BALCARCE.  Incluye la provisión de materiales, sistemas e insumos de acuerdo con las especificaciones técnicas que componen esta contratación, la mano de obra, las herramientas y los equipos necesarios, las estructuras auxiliares  según las reglas del arte de construir y todo lo necesario al efecto, de manera que resulten enteros, completos y   adecuados a su fin, en la forma que se infiere de los planos, las especificaciones técnicas y los demás documentos  de esta contratación y aun cuando en los planos no figuren, o las especificaciones técnicas no lo mencionen, sin que  por ello tenga derecho la Contratista al pago de adicional alguno.  La contratación comprende las tramitaciones y los permisos que correspondan efectuar ante los organismos  gubernamentales a los fines de dar cumplimiento a las previsiones nacionales, provinciales, municipales, laborales,  profesionales y administrativas o del sector privado que pudieran corresponder para llevar acabo la ejecución de la obra.",Licitación Pública,34-50-SCO21,1.1,Ajuste Alzado;,11763451.29,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-76969917-APN-DGA#MEC,2021-09-06 0:01:00,2021-09-06 0:00:00,15,2021-09-06 1:00:00,2021-10-05 12:00:00
46/19-0183-LPU21,REPAVIMENTACION QUINTA PRESIDENCIAL DE OLIVOS - VICENTE LOPEZ -PCIA.BUENOS AIRES,46/19,46/19 - 1° Buenos Aires - DNV,604,604 - Dirección Nacional de Vialidad,EE-11224,Dejado Sin Efecto,REPAVIMENTACION QUINTA PRESIDENCIAL DE OLIVOS - VICENTE LOPEZ -PCIA.BUENOS AIRES,Licitación Pública,46/19-1304-SCO21,1.1,Unidad de medida;,10212846.2,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-83905820-APN-DBA#DNV,2021-09-09 13:01:00,2021-09-10 0:00:00,15,2021-09-10 10:00:00,2021-10-12 10:00:00
46-0149-LPU21,PROYECTO DE LA BRA RUTA NACIONAL N° 9 - TERCEROS CARRILES.,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11200,Con Documento Contractual,"PROYECTO DE LA OBRA RUTA NACIONAL 9 – TERCEROS CARRILES, TRAMO: RUTA NACIONAL N° A-008 – RUTA NACIONAL N° A-012, KM 278,28 – KM 287,50, PROVINCIA DE SANTA FE.",Licitación Pública,46-1314-SCO21,1.4,Ajuste Alzado;,2266046445.73,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-72042754-APN-LYC#DNV,2021-09-10 0:01:00,2021-09-10 0:00:00,15,2021-09-10 9:00:00,2021-10-18 23:59:00
46-0153-LPU21,"OBRA DE REPAVIMENTACIÓN, RUTA SEGURA Y ENSANCHE DE PUENTES EXISTENTES, RUTA NACIONAL N° 193",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11202,Adjudicado,"OBRA DE REPAVIMENTACIÓN, RUTA SEGURA Y ENSANCHE DE PUENTES EXISTENTES, RUTA NACIONAL N° 193, TRAMO: ZÁRATE - SOLÍS, SECCIÓN: KM 3.680 - KM 35.320, PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-1339-SCO21,1.4,Ajuste Alzado;,2098927613.17,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-72044123-APN-LYC#DNV,2021-09-10 0:01:00,2021-09-10 0:00:00,15,2021-09-10 9:00:00,2021-10-18 23:59:00
46-0154-LPU21,"OBRA DE REPAVIMENTACIÓN, RUTA NACIONAL N° 9, TRAMO: CAMPANA – ROSARIO",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11203,Adjudicado,"OBRA DE REPAVIMENTACIÓN, RUTA NACIONAL N° 9, TRAMO: CAMPANA – ROSARIO, SECCIÓN: KM 106,00 – KM 147,00 (CALZADA DESCENDENTE), PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-1340-SCO21,1.4,Ajuste Alzado;,485396093.76,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-72705753-APN-LYC#DNV,2021-09-10 0:01:00,2021-09-10 0:00:00,15,2021-09-10 9:00:00,2021-10-07 23:59:00
46-0155-LPU21,"OBRA RUTA NACIONAL N° 5. AUTOPISTA MERCEDES - INICIO VARIANTE SUIPACHA, TRAMO: KM. 104 - KM 124.",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11204,Adjudicado,"OBRA RUTA NACIONAL N° 5. AUTOPISTA MERCEDES - INICIO VARIANTE SUIPACHA, TRAMO: KM 104 - KM 124. PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-1342-SCO21,1.4,Ajuste Alzado;,3902037241.93,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-74492719-APN-LYC#DNV,2021-09-10 0:01:00,,,2021-09-10 9:00:00,2021-10-20 23:59:00
46-0160-LPU21,"OBRA AUTOPISTA RN N° 7 DUPLICACIÓN CARMEN DE ARECO (KM 138,35 A KM 141,00)",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11207,Adjudicado,"OBRA AUTOPISTA RN N° 7 DUPLICACIÓN CARMEN DE ARECO (KM 138,35 A KM 141,00) Y DISTRIBUIDOR DE ACCESO A GOUIN (KM 137,87). PROVINCIA DE BUENOS AIRES.",Licitación Pública,46-1419-SCO21,1.4,Ajuste Alzado;,1602071306.53,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-74427759-APN-LYC#DNV,2021-09-10 0:01:00,2021-09-10 0:00:00,15,2021-09-10 9:00:00,2021-10-18 23:59:00
46-0139-LPU21,OBRA DE REPAVIMENTACIÓN DE LA RUTA NACIONAL N° 33 – TRAMO: PUJATO – ZAVALLA,46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11194,Dejado Sin Efecto,"OBRA DE REPAVIMENTACIÓN DE LA RUTA NACIONAL N° 33 – TRAMO: PUJATO – ZAVALLA SECCIÓN: KM 754,00 – KM 768,24. PROVINCIA DE SANTA FE.",Licitación Pública,46-1274-SCO21,1.4,Ajuste Alzado;,352744347.89,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-70448784-APN-LYC#DNV,2021-09-10 0:01:00,2021-09-10 0:00:00,15,2021-09-10 9:00:00,2021-10-07 23:59:00
46-0136-LPU21,"PROYECTO, OBRA RN N°3 - VARIANTE SAN MIGUEL DEL MONTE - TRAMO: KM 104.78 – KM 113.48",46/0,46/000 - Coordinación de Licitaciones y Contrataciones - DNV,604,604 - Dirección Nacional de Vialidad,EE-11191,Adjudicado,"PROYECTO, OBRA RN N° 3 - VARIANTE SAN MIGUEL DEL MONTE, TRAMO: KM. 104,78 - KM. 113,48.",Licitación Pública,46-1271-SCO21,1.4,Ajuste Alzado;,6196344382.09,IF-2019-68464597-APN-DNCOPRCYFC#JGM,PLIEG-2021-66614851-APN-LYC#DNV,2021-09-10 0:01:00,,,2021-09-10 9:00:00,2021-10-20 23:59:00
