id_procedimiento,procedimiento_numero,id_acta_apertura,fecha_creacion,cantidad_ofertas_confirmadas,id_oferta,id_proveedor,razon_social
11384,46/19-0092-LPU22,9637,2022-06-21T12:00:00,2,27416,11608,Rovella Carranza S.A.
11385,501-0023-LPU22,9666,2022-08-22T12:00:00,1,27469,12115,Brian Irvine Reid
11386,501-0024-LPU22,9703,2022-10-04T12:00:00,1,27490,13992,CELTOMAC S.A.
11388,501-0026-LPU22,9721,2022-11-07T12:00:00,3,27565,11538,Transportadora de Gas del Sur S.A.
11388,501-0026-LPU22,9721,2022-11-07T12:00:00,3,27637,11664,NELTEC S.R.L
11388,501-0026-LPU22,9721,2022-11-07T12:00:00,3,27641,14170,PEMAC CONSTRUCCIONES
11390,46-0098-LPU22,9716,2022-10-21T10:00:00,5,27635,17858,PILMABIA SA
11390,46-0098-LPU22,9716,2022-10-21T10:00:00,5,27624,11671,COEMYC S.A.
11390,46-0098-LPU22,9716,2022-10-21T10:00:00,5,27613,11782,NAXOS KUT S.A.
11390,46-0098-LPU22,9716,2022-10-21T10:00:00,5,27630,11805,CGI CONSULTORA SRL
11390,46-0098-LPU22,9716,2022-10-21T10:00:00,5,27631,11836,Vidogar Construcciones S.A.
